size,fold,run
199,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
7,9,1
