generation,mean,ci
1,0.4018759018759019,0.037281171670552816
2,0.40793650793650793,0.039275646237199424
3,0.3987734487734488,0.03676674837399281
4,0.41450216450216454,0.03710563936675844
5,0.4192640692640693,0.04002302779093996
6,0.4287878787878788,0.03915622245469238
7,0.43138528138528137,0.04068384498173847
8,0.4392496392496393,0.03828512926991404
9,0.4300865800865801,0.03943671391000136
10,0.4365079365079365,0.039145117070717925
11,0.43015873015873013,0.03924729809291178
12,0.43650793650793646,0.039145117070717925
13,0.43650793650793646,0.039145117070717925
14,0.43499278499278493,0.03893163541542363
15,0.4365800865800865,0.03902115880342911
16,0.4380952380952381,0.038521972566479386
17,0.41904761904761906,0.04152407595386744
18,0.41587301587301584,0.040924962369621655
19,0.4111111111111111,0.0417844854202936
20,0.43333333333333335,0.03928126425696953
21,0.43333333333333335,0.03928126425696953
22,0.4300865800865801,0.039250047740586866
23,0.4300865800865801,0.039250047740586866
24,0.43167388167388165,0.03885301787576334
25,0.43643578643578645,0.03594956027604073
26,0.43643578643578645,0.03594956027604073
27,0.43643578643578645,0.03594956027604073
28,0.43643578643578645,0.03594956027604073
29,0.43643578643578645,0.03594956027604073
30,0.4396103896103896,0.037477654770476015
31,0.4396103896103896,0.037477654770476015
32,0.4396103896103896,0.03666739667255494
33,0.43802308802308804,0.035759154140858326
34,0.4348484848484849,0.03413470881126359
35,0.4348484848484849,0.03413470881126359
36,0.4348484848484849,0.033840106424856194
37,0.4348484848484849,0.033840106424856194
38,0.4348484848484849,0.033840106424856194
39,0.43802308802308804,0.033444173821405083
40,0.4396103896103896,0.03441356762193053
41,0.4427849927849928,0.03706655444317579
42,0.4475468975468975,0.036372453166974746
43,0.4475468975468975,0.036372453166974746
44,0.44437229437229436,0.036572941691399526
45,0.44437229437229436,0.036572941691399526
46,0.4383116883116884,0.03526178969841867
47,0.4383116883116884,0.03526178969841867
48,0.4383116883116884,0.03526178969841867
49,0.4383116883116884,0.03526178969841867
50,0.4383116883116884,0.03526178969841867
51,0.4383116883116884,0.03526178969841867
52,0.4383116883116884,0.03526178969841867
53,0.4383116883116884,0.03526178969841867
54,0.4383116883116884,0.03526178969841867
55,0.4383116883116884,0.03526178969841867
56,0.4383116883116884,0.03526178969841867
57,0.4383116883116884,0.03526178969841867
58,0.4383116883116884,0.03526178969841867
59,0.4383116883116884,0.03526178969841867
60,0.4383116883116884,0.03526178969841867
61,0.4383116883116884,0.03526178969841867
62,0.4383116883116884,0.03526178969841867
63,0.4383116883116884,0.03526178969841867
64,0.4383116883116884,0.03526178969841867
65,0.4383116883116884,0.03526178969841867
66,0.4383116883116884,0.03526178969841867
67,0.4383116883116884,0.03526178969841867
68,0.4383116883116884,0.03526178969841867
69,0.4383116883116884,0.03526178969841867
70,0.4351370851370852,0.036474007391417256
71,0.4351370851370852,0.036474007391417256
72,0.4351370851370852,0.036474007391417256
73,0.4351370851370852,0.036474007391417256
74,0.4351370851370852,0.036474007391417256
75,0.4351370851370852,0.036474007391417256
76,0.4351370851370852,0.036474007391417256
77,0.4351370851370852,0.036474007391417256
78,0.4351370851370852,0.036474007391417256
79,0.4351370851370852,0.036474007391417256
80,0.4351370851370852,0.036474007391417256
81,0.4351370851370852,0.036474007391417256
82,0.4366522366522367,0.03645156828509657
83,0.4366522366522367,0.03645156828509657
84,0.4366522366522367,0.03645156828509657
85,0.4366522366522367,0.03645156828509657
86,0.4366522366522367,0.03645156828509657
87,0.4366522366522367,0.03645156828509657
88,0.4366522366522367,0.03645156828509657
89,0.4366522366522367,0.03645156828509657
90,0.4366522366522367,0.03645156828509657
91,0.4366522366522367,0.03645156828509657
92,0.4366522366522367,0.03645156828509657
93,0.4366522366522367,0.03645156828509657
94,0.4366522366522367,0.03645156828509657
95,0.4366522366522367,0.03645156828509657
96,0.4366522366522367,0.03645156828509657
97,0.4366522366522367,0.03645156828509657
98,0.4366522366522367,0.03645156828509657
99,0.4366522366522367,0.03645156828509657
100,0.4366522366522367,0.03645156828509657
101,0.4366522366522367,0.03645156828509657
102,0.4366522366522367,0.03645156828509657
103,0.4366522366522367,0.03645156828509657
104,0.4366522366522367,0.03645156828509657
