generation,mean,ci
1,0.3206349206349206,0.039250882260084
2,0.3285714285714285,0.0403618372412815
3,0.3317460317460317,0.04617777114009517
4,0.3412698412698412,0.05103909635929368
5,0.3523809523809523,0.051335771450285166
6,0.37460317460317455,0.05383645195368339
7,0.3587301587301587,0.05057597583468342
8,0.36031746031746026,0.04996850434162286
9,0.3571428571428571,0.048765081827260505
10,0.3555555555555555,0.04793325855224487
11,0.3619047619047619,0.04684868716564335
12,0.36666666666666664,0.04544925453939219
13,0.36507936507936506,0.04482442926958917
14,0.3857142857142856,0.046795225220617076
15,0.3888888888888888,0.049241846757770914
16,0.4095238095238095,0.046203061162566124
17,0.419047619047619,0.04439046530463142
18,0.4238095238095238,0.04505095738355588
19,0.4222222222222222,0.044690201763629395
20,0.4253968253968254,0.04405840003765736
21,0.4206349206349206,0.0447685500507707
22,0.4174603174603174,0.04377340157444977
23,0.4095238095238095,0.04510648674936908
24,0.39682539682539686,0.04592773860386791
25,0.39682539682539686,0.04592773860386791
26,0.39841269841269844,0.04440925810226624
27,0.4,0.044435554666488845
28,0.40476190476190477,0.044016715738089955
29,0.4158730158730159,0.04313977796351752
30,0.42063492063492064,0.04386480254727824
31,0.4285714285714286,0.04541619652468531
32,0.42063492063492064,0.04800631432854237
33,0.426984126984127,0.04703709938552398
34,0.43174603174603177,0.044734989015654585
35,0.43492063492063493,0.045136074477542136
36,0.44603174603174606,0.04233145780783162
37,0.46349206349206346,0.04025833987302048
38,0.46825396825396826,0.04029562954898776
39,0.4746031746031746,0.0408876394944884
40,0.4793650793650793,0.0407527301527144
41,0.4841269841269841,0.04223673878299038
42,0.4873015873015873,0.04308171371992474
43,0.5015873015873016,0.042626098210092285
44,0.4857142857142857,0.03833894678205961
45,0.4936507936507936,0.0398960761516041
46,0.4841269841269841,0.041034307464629466
47,0.4873015873015873,0.042378737931810344
48,0.49206349206349204,0.043921831567089134
49,0.49206349206349204,0.043921831567089134
50,0.49206349206349204,0.043921831567089134
51,0.4936507936507936,0.04440925810226623
52,0.4936507936507936,0.04440925810226623
53,0.49523809523809526,0.044435554666488845
54,0.49523809523809526,0.044435554666488845
55,0.5,0.04355938680467723
56,0.5031746031746032,0.04512498135293822
57,0.5031746031746032,0.04512498135293822
58,0.5031746031746032,0.04512498135293822
59,0.5031746031746032,0.04512498135293822
60,0.5031746031746032,0.04512498135293822
61,0.5031746031746032,0.04512498135293822
62,0.5015873015873016,0.04557758555266567
63,0.5015873015873016,0.04557758555266567
64,0.4984126984126984,0.044012924298680874
65,0.5,0.04536104629605447
66,0.5015873015873016,0.04557758555266567
67,0.5015873015873016,0.04557758555266567
68,0.5015873015873016,0.04557758555266567
69,0.5079365079365079,0.042295963030986816
70,0.5079365079365079,0.042295963030986816
71,0.5079365079365079,0.042295963030986816
72,0.5079365079365079,0.042295963030986816
73,0.5126984126984127,0.042141806865734856
74,0.5126984126984127,0.042141806865734856
75,0.5126984126984127,0.042141806865734856
76,0.5174603174603174,0.044012924298680874
77,0.5174603174603174,0.044012924298680874
78,0.5158730158730158,0.043174579027006346
79,0.5158730158730158,0.043174579027006346
80,0.5158730158730158,0.043174579027006346
81,0.5158730158730158,0.043174579027006346
82,0.5174603174603174,0.043093332827535615
83,0.5174603174603174,0.043093332827535615
84,0.5126984126984127,0.04445432840287357
85,0.5206349206349206,0.05041734718728416
86,0.5206349206349206,0.05041734718728416
87,0.5206349206349206,0.05041734718728416
88,0.5206349206349206,0.05041734718728416
89,0.5174603174603174,0.04997852241991544
90,0.5174603174603174,0.04997852241991544
91,0.5174603174603174,0.04997852241991544
92,0.5174603174603174,0.04997852241991544
93,0.5142857142857141,0.05149157081137886
94,0.5142857142857141,0.05149157081137886
95,0.5142857142857141,0.05149157081137886
96,0.5142857142857141,0.05149157081137886
97,0.5142857142857141,0.05149157081137886
98,0.5063492063492062,0.053789935613135095
99,0.5063492063492062,0.053789935613135095
100,0.5063492063492062,0.053789935613135095
101,0.5063492063492062,0.053789935613135095
102,0.5063492063492062,0.053789935613135095
103,0.5063492063492062,0.053789935613135095
104,0.5047619047619046,0.05362525472019574
105,0.5047619047619046,0.05362525472019574
106,0.503174603174603,0.053640812251846894
107,0.5047619047619046,0.05362525472019574
108,0.5047619047619046,0.05362525472019574
109,0.5047619047619046,0.05362525472019574
110,0.5047619047619046,0.05362525472019574
111,0.5047619047619046,0.05362525472019574
112,0.5015873015873015,0.05530432081885255
113,0.5047619047619046,0.055820914156038653
114,0.5079365079365079,0.05413321002320038
115,0.5079365079365079,0.05413321002320038
116,0.5079365079365079,0.05413321002320038
117,0.5079365079365079,0.05413321002320038
118,0.5079365079365079,0.05413321002320038
119,0.5079365079365079,0.05413321002320038
120,0.5063492063492063,0.05397576044901436
121,0.5063492063492063,0.05397576044901436
122,0.5063492063492063,0.05397576044901436
123,0.5063492063492063,0.05397576044901436
124,0.5031746031746032,0.053077868369833754
125,0.5047619047619047,0.05249299655288213
126,0.5079365079365079,0.05069462158159362
127,0.5079365079365079,0.05069462158159362
128,0.5079365079365079,0.05069462158159362
129,0.5079365079365079,0.05069462158159362
130,0.5253968253968254,0.04932311516144797
131,0.5253968253968254,0.04932311516144797
132,0.5238095238095238,0.048816386504077235
133,0.5238095238095238,0.048816386504077235
134,0.5222222222222221,0.048710297277649306
135,0.5253968253968254,0.04911969204346966
136,0.5253968253968254,0.04911969204346966
137,0.5253968253968254,0.04911969204346966
138,0.5253968253968254,0.04911969204346966
139,0.5253968253968254,0.04911969204346966
140,0.5174603174603174,0.04855588433741935
141,0.5174603174603174,0.04855588433741935
142,0.5174603174603174,0.04855588433741935
143,0.5174603174603174,0.04855588433741935
144,0.519047619047619,0.04847677222878585
145,0.519047619047619,0.04847677222878585
146,0.519047619047619,0.04847677222878585
147,0.519047619047619,0.04847677222878585
148,0.519047619047619,0.04847677222878585
149,0.519047619047619,0.04847677222878585
150,0.5206349206349206,0.0485971090945303
151,0.5206349206349206,0.0485971090945303
152,0.5206349206349206,0.0485971090945303
153,0.5206349206349206,0.0485971090945303
154,0.5206349206349206,0.0485971090945303
155,0.5206349206349206,0.0485971090945303
156,0.5206349206349206,0.0485971090945303
157,0.5206349206349206,0.0485971090945303
158,0.5206349206349206,0.0485971090945303
159,0.5206349206349206,0.0485971090945303
160,0.5206349206349206,0.0485971090945303
161,0.5206349206349206,0.0485971090945303
162,0.5206349206349206,0.0485971090945303
163,0.5206349206349206,0.0485971090945303
164,0.5206349206349206,0.0485971090945303
165,0.5206349206349206,0.0485971090945303
166,0.5206349206349206,0.0485971090945303
167,0.5206349206349206,0.0485971090945303
168,0.5206349206349206,0.0485971090945303
169,0.5206349206349206,0.0485971090945303
170,0.5206349206349206,0.0485971090945303
171,0.519047619047619,0.048682881883735554
172,0.519047619047619,0.048682881883735554
173,0.519047619047619,0.048682881883735554
174,0.519047619047619,0.048682881883735554
175,0.519047619047619,0.048682881883735554
176,0.519047619047619,0.048682881883735554
177,0.519047619047619,0.048682881883735554
178,0.519047619047619,0.048682881883735554
179,0.519047619047619,0.048682881883735554
180,0.519047619047619,0.048682881883735554
181,0.5238095238095238,0.04650546871809437
182,0.5238095238095238,0.04650546871809437
183,0.5285714285714286,0.048682881883735554
184,0.5285714285714286,0.048682881883735554
185,0.5285714285714286,0.048682881883735554
186,0.5285714285714286,0.048682881883735554
187,0.5285714285714286,0.048682881883735554
188,0.5285714285714286,0.048682881883735554
189,0.5285714285714286,0.048682881883735554
190,0.5285714285714286,0.048682881883735554
191,0.5285714285714286,0.048682881883735554
192,0.5285714285714286,0.048682881883735554
193,0.5285714285714286,0.048682881883735554
194,0.5285714285714286,0.048682881883735554
195,0.5285714285714286,0.048682881883735554
196,0.5285714285714286,0.048682881883735554
197,0.5285714285714286,0.048682881883735554
198,0.5285714285714286,0.048682881883735554
199,0.5285714285714286,0.048682881883735554
200,0.5285714285714286,0.048682881883735554
201,0.5285714285714286,0.048682881883735554
202,0.5285714285714286,0.048682881883735554
203,0.5285714285714286,0.048682881883735554
204,0.5285714285714286,0.048682881883735554
205,0.5285714285714286,0.048682881883735554
206,0.5285714285714286,0.048682881883735554
207,0.5285714285714286,0.048682881883735554
208,0.5285714285714286,0.048682881883735554
209,0.5285714285714286,0.048682881883735554
210,0.5285714285714286,0.048682881883735554
211,0.5285714285714286,0.048682881883735554
212,0.5285714285714286,0.048682881883735554
213,0.5285714285714286,0.048682881883735554
214,0.5285714285714286,0.048682881883735554
215,0.5285714285714286,0.048682881883735554
216,0.5285714285714286,0.048682881883735554
217,0.5285714285714286,0.048682881883735554
218,0.5285714285714286,0.048682881883735554
219,0.5285714285714286,0.048682881883735554
220,0.5301587301587302,0.04855588433741935
221,0.5301587301587302,0.04855588433741935
222,0.5301587301587302,0.04855588433741935
223,0.5301587301587302,0.04855588433741935
224,0.5301587301587302,0.04855588433741935
225,0.5285714285714286,0.04826978250352306
226,0.5285714285714286,0.04826978250352306
227,0.5285714285714286,0.04826978250352306
228,0.5285714285714286,0.04826978250352306
229,0.5285714285714286,0.04826978250352306
230,0.5285714285714286,0.04826978250352306
231,0.5285714285714286,0.04826978250352306
